,name,pop2000,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,age_under_5_2010,age_under_5_2017,age_under_18_2010,age_over_65_2010,age_over_65_2017,median_age_2017,female_2010,white_2010,black_2010,black_2017,native_2010,native_2017,asian_2010,asian_2017,pac_isl_2017,other_single_race_2017,two_plus_races_2010,two_plus_races_2017,hispanic_2010,hispanic_2017,white_not_hispanic_2010,white_not_hispanic_2017,speak_english_only_2017,no_move_in_one_plus_year_2010,foreign_born_2010,foreign_spoken_at_home_2010,women_16_to_50_birth_rate_2017,hs_grad_2010,hs_grad_2016,hs_grad_2017,some_college_2016,some_college_2017,bachelors_2010,bachelors_2016,bachelors_2017,veterans_2010,veterans_2017,mean_work_travel_2010,mean_work_travel_2017,broadband_2017,computer_2017,housing_units_2010,homeownership_2010,housing_multi_unit_2010,median_val_owner_occupied_2010,households_2010,households_2017,persons_per_household_2010,persons_per_household_2017,per_capita_income_2010,per_capita_income_2017,median_household_income_2010,median_household_income_2016,median_household_income_2017,private_nonfarm_establishments_2009,private_nonfarm_employment_2009,percent_change_private_nonfarm_employment_2009,nonemployment_establishments_2009,sales_2007,sales_per_capita_2007,building_permits_2010,fed_spending_2009,area_2010,density_2010,poverty_2010,poverty_2016,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,civilian_labor_force_2007,employed_2007,unemployed_2007,unemployment_rate_2007,civilian_labor_force_2008,employed_2008,unemployed_2008,unemployment_rate_2008,civilian_labor_force_2009,employed_2009,unemployed_2009,unemployment_rate_2009,civilian_labor_force_2010,employed_2010,unemployed_2010,unemployment_rate_2010,civilian_labor_force_2011,employed_2011,unemployed_2011,unemployment_rate_2011,civilian_labor_force_2012,employed_2012,unemployed_2012,unemployment_rate_2012,civilian_labor_force_2013,employed_2013,unemployed_2013,unemployment_rate_2013,civilian_labor_force_2014,employed_2014,unemployed_2014,unemployment_rate_2014,civilian_labor_force_2015,employed_2015,unemployed_2015,unemployment_rate_2015,civilian_labor_force_2016,employed_2016,unemployed_2016,unemployment_rate_2016,uninsured_2017,uninsured_age_under_19_2017,uninsured_age_over_74_2017,civilian_labor_force_2017,employed_2017,unemployed_2017,unemployment_rate_2017,age_over_18_2019,age_over_65_2019,age_over_85_2019,age_under_5_2019,asian_2019,avg_family_size_2019,bachelors_2019,black_2019,hispanic_2019,household_has_broadband_2019,household_has_computer_2019,household_has_smartphone_2019,households_2019,households_speak_asian_or_pac_isl_2019,households_speak_limited_english_2019,households_speak_other_2019,households_speak_other_indo_euro_lang_2019,households_speak_spanish_2019,housing_mobile_homes_2019,housing_one_unit_structures_2019,housing_two_unit_structures_2019,hs_grad_2019,mean_household_income_2019,median_age_2019,median_household_income_2019,median_individual_income_2019,median_individual_income_age_25plus_2019,native_2019,other_single_race_2019,pac_isl_2019,per_capita_income_2019,persons_per_household_2019,pop_2019,two_plus_races_2019,unemployment_rate_2019,uninsured_2019,uninsured_65_and_older_2019,uninsured_under_19_2019,uninsured_under_6_2019,veterans_2019,white_2019,white_not_hispanic_2019,metro_2013_1.0,metro_2013_Unknown,smoking_ban_2010_comprehensive,smoking_ban_2010_none,smoking_ban_2010_partial,state
112,Ashley County,24209.0,21853,21673.0,21518.0,21281.0,20958.0,20837.0,20498.0,20283.0,6.5,5.4,24.4,16.2,18.7,41.8,51.5,69.3,25.8,12.78,0.3,0.12,0.2,0.0,0.0,0.7,1.1,0.44,4.9,5.21,68.2,68.01,95.4,85.3,2.0,4.0,5.1,81.1,83.9,83.0,30.6,28.1,13.7,13.6,13.4,1584,6.1,18.6,20.4,59.4,75.5,10137,72.4,8.5,62100,8901,8182.0,2.46,2.52,18779,20481.75,34934,41277.0,36407.0,455,6810,-20.9,1030.0,170779.0,7673.0,0,215103.0,925.35,23.6,18.5,17.9,21.3,30.7,32.1,9483.0,8712.0,771.0,8.13,9465.0,8745.0,720.0,7.61,9344.0,8359.0,985.0,10.54,9745.0,8765.0,980.0,10.06,9886.0,8780.0,1106.0,11.19,9298.0,8158.0,1140.0,12.26,8923.0,7953.0,970.0,10.87,8476.0,7692.0,784.0,9.25,8146.0,7515.0,631.0,7.75,7748.0,7264.0,484.0,6.25,11.1,3.6,0.0,7695.0,7254.0,441.0,5.73,77.0,19.9,2.6,6.1,0.2,3.17,12.3,25.4,5.4,61.3,55.7,66.4,7757,0.1,0.7,0.0,0.2,3.9,22.5,18.8,77.5,83.3,59845,41.7,44744,23462,34864,0.2,1.1,0.0,23391,2.59,20270,0.7,4.9,7.8,0.0,1.4,1.8,6.2,72.4,68.2,0,0,0,1,0,Arkansas
113,Baxter County,38386.0,41513,41341.0,41076.0,40976.0,40871.0,41118.0,41145.0,41355.0,4.9,4.3,18.1,28.1,30.5,51.8,51.8,96.9,0.2,0.09,0.6,0.25,0.4,0.19,0.01,0.53,1.5,0.73,1.7,2.14,96.0,95.1,97.9,81.8,1.9,2.7,7.6,83.7,87.2,87.3,35.1,33.7,14.5,17.7,18.4,6248,13.7,17.1,16.4,68.7,81.3,22580,76.6,10.1,118400,18744,18398.0,2.17,2.21,21513,24550.68,35606,40147.0,40072.0,1121,11156,-6.2,3168.0,486791.0,11633.0,17,392298.0,554.28,74.9,15.5,12.7,12.6,29.7,16.6,17748.0,16787.0,961.0,5.41,17704.0,16635.0,1069.0,6.04,17328.0,15715.0,1613.0,9.31,16610.0,15050.0,1560.0,9.39,16602.0,15061.0,1541.0,9.28,16373.0,14994.0,1379.0,8.42,16067.0,14775.0,1292.0,8.04,15986.0,14919.0,1067.0,6.67,16217.0,15329.0,888.0,5.48,16127.0,15440.0,687.0,4.26,7.6,4.5,0.6,16401.0,15707.0,694.0,4.23,82.5,30.8,3.4,4.2,0.4,2.71,17.9,0.2,2.4,74.6,72.9,69.1,18435,0.5,0.4,0.0,1.0,1.5,23.9,12.0,76.1,88.7,59206,52.2,42260,23819,29969,0.4,0.6,0.0,26863,2.22,41427,1.7,4.9,5.2,0.2,2.8,3.2,13.7,96.7,94.7,0,0,0,1,0,Arkansas
114,Benton County,153406.0,221339,228827.0,234315.0,238902.0,244192.0,251016.0,258704.0,266300.0,8.1,7.2,27.9,12.2,13.0,35.2,50.7,82.6,1.3,0.82,1.7,0.74,2.9,1.85,0.23,0.91,2.7,1.37,15.5,16.27,76.6,74.22,87.0,80.9,9.5,14.8,6.5,84.2,87.2,87.5,26.0,26.1,25.9,30.7,31.7,16837,8.5,20.8,19.9,59.6,90.3,93084,70.1,15.6,155000,78947,90906.0,2.63,2.74,25186,30406.57,50434,64072.0,61271.0,5325,92837,37.6,14079.0,2390591.0,11332.0,769,923179.0,847.36,261.2,11.7,9.1,10.5,16.1,14.1,105064.0,101125.0,3939.0,3.75,106704.0,102277.0,4427.0,4.15,107694.0,100774.0,6920.0,6.43,107121.0,99999.0,7122.0,6.65,109574.0,102441.0,7133.0,6.51,110768.0,104109.0,6659.0,6.01,111857.0,105567.0,6290.0,5.62,115420.0,110115.0,5305.0,4.6,121826.0,117246.0,4580.0,3.76,128180.0,124469.0,3711.0,2.9,10.3,4.4,0.5,132496.0,128647.0,3849.0,2.9,73.5,13.3,1.5,7.0,3.9,3.18,33.4,1.7,16.6,70.1,79.9,85.1,97249,2.7,3.0,0.3,1.1,9.0,33.4,4.4,66.6,88.6,92398,35.4,66362,33141,41143,1.4,1.8,0.6,34442,2.7,265759,3.0,2.1,8.9,1.2,4.9,3.7,7.9,87.6,73.3,1,0,0,1,0,Arkansas
115,Boone County,33948.0,36903,37063.0,37308.0,37305.0,37090.0,37091.0,37191.0,37381.0,6.1,6.1,23.3,18.1,19.8,42.2,51.0,96.5,0.2,0.19,0.7,0.53,0.4,0.25,0.04,0.02,1.8,0.8,1.8,2.33,95.2,94.24,98.6,83.3,1.0,2.3,9.6,83.8,85.0,85.2,35.4,36.6,14.5,15.0,16.2,3417,11.7,19.7,19.4,74.1,82.2,16827,72.7,12.1,105700,14317,14887.0,2.53,2.47,20507,21939.27,36977,39881.0,40727.0,870,12094,-13.4,2908.0,466894.0,12738.0,71,296431.0,590.23,62.5,16.0,15.4,15.8,36.4,22.8,16987.0,16127.0,860.0,5.06,17048.0,16116.0,932.0,5.47,16987.0,15712.0,1275.0,7.51,16519.0,15226.0,1293.0,7.83,16697.0,15367.0,1330.0,7.97,16523.0,15264.0,1259.0,7.62,16048.0,14922.0,1126.0,7.02,15664.0,14727.0,937.0,5.98,15844.0,15072.0,772.0,4.87,15961.0,15378.0,583.0,3.65,8.9,5.1,0.0,15821.0,15278.0,543.0,3.43,76.9,20.3,2.8,6.3,0.4,2.93,16.1,0.3,2.5,81.0,71.6,74.4,15034,0.2,0.0,0.3,1.1,1.2,28.2,9.8,71.8,87.4,60651,42.3,45374,23999,30464,0.6,0.0,0.1,24727,2.45,37331,2.4,4.5,6.9,0.0,3.8,2.0,10.6,96.2,93.9,0,0,0,1,0,Arkansas
116,Bradley County,12600.0,11508,11425.0,11262.0,11120.0,11007.0,10998.0,10979.0,10864.0,6.7,6.3,23.3,17.7,18.4,40.6,51.5,60.3,27.6,14.64,0.5,0.83,0.2,0.0,0.0,3.23,1.3,0.14,13.2,14.78,58.0,55.88,86.8,85.0,6.8,11.2,5.0,69.4,79.9,81.4,24.2,24.8,12.7,14.2,14.4,729,7.4,17.2,22.0,55.5,72.4,5860,70.2,8.0,64800,4877,4566.0,2.24,2.36,18845,21690.25,29908,34114.0,36310.0,267,2670,-14.2,517.0,71522.0,5978.0,1,123471.0,649.23,17.7,30.4,23.5,26.4,36.4,42.0,5799.0,5446.0,353.0,6.09,5622.0,5215.0,407.0,7.24,5486.0,4951.0,535.0,9.75,5002.0,4462.0,540.0,10.8,4560.0,3988.0,572.0,12.54,4371.0,3886.0,485.0,11.1,4127.0,3722.0,405.0,9.81,4153.0,3806.0,347.0,8.36,4383.0,4117.0,266.0,6.07,4300.0,4075.0,225.0,5.23,13.4,4.2,0.0,4379.0,4174.0,205.0,4.68,76.1,18.3,2.1,6.1,0.1,3.07,14.3,28.8,15.4,67.3,53.7,73.7,4419,0.0,3.1,0.0,0.8,13.5,34.8,14.3,65.2,81.0,56779,40.6,43184,26213,37726,1.1,3.9,0.0,22945,2.42,10874,0.2,7.5,11.0,0.0,4.6,6.0,9.3,65.9,55.5,0,0,0,1,0,Arkansas
117,Calhoun County,5744.0,5368,5243.0,5278.0,5193.0,5168.0,5201.0,5162.0,5247.0,4.9,5.7,20.5,17.2,21.0,45.2,49.3,74.5,22.2,11.13,0.3,0.07,1.1665169980756918,0.11,0.1,0.1,1.4,0.47,2.8,3.91,73.4,72.6,96.8,90.7,1.4,3.9,2.1,77.8,83.2,84.2,21.6,24.2,6.6,12.0,12.3,512,10.5,26.1,24.4,53.3,73.3,2897,82.1,2.4,51700,2123,2061.0,2.6,2.45,16457,21168.98,32450,33507.0,37225.0,77,553,-31.5,231.0,17859.0,3263.0,1,268464.0,628.58,8.5,11.9,17.1,19.6,37.5,34.3,2638.0,2461.0,177.0,6.71,2613.0,2451.0,162.0,6.2,2583.0,2365.0,218.0,8.44,2681.0,2445.0,236.0,8.8,2639.0,2385.0,254.0,9.62,2511.0,2282.0,229.0,9.12,2424.0,2226.0,198.0,8.17,2367.0,2211.0,156.0,6.59,2408.0,2277.0,131.0,5.44,2381.0,2272.0,109.0,4.58,10.3,4.2,1.8,2361.0,2268.0,93.0,3.94,81.4,21.2,1.9,4.9,0.0,3.32,11.4,21.7,4.0,63.4,58.8,61.7,1850,0.3,0.2,0.0,1.4,2.7,15.2,23.5,84.8,84.2,58285,44.5,46417,23725,34735,0.2,0.2,0.3,23688,2.73,5192,1.5,3.9,9.3,0.6,5.4,2.3,8.7,76.2,72.5,0,0,1,0,0,Arkansas
118,Carroll County,25357.0,27446,27448.0,27595.0,27771.0,27715.0,27751.0,27728.0,27944.0,5.9,5.5,22.5,18.7,21.5,44.6,50.7,89.6,0.4,0.67,0.9,0.36,0.6,0.52,0.32,0.7,2.3,1.09,12.7,14.76,84.0,80.6,86.8,83.8,7.3,11.4,4.3,79.0,83.8,85.7,31.2,30.5,17.4,17.7,19.3,2653,11.7,19.1,19.8,62.7,80.4,13559,69.5,11.6,119500,11437,10832.0,2.28,2.54,19743,20973.23,34235,37145.0,39686.0,733,8061,-4.9,2566.0,265358.0,9728.0,10,185213.0,630.09,43.6,17.2,17.2,15.7,29.8,23.1,14021.0,13416.0,605.0,4.31,14261.0,13620.0,641.0,4.49,14013.0,13160.0,853.0,6.09,12611.0,11686.0,925.0,7.33,12896.0,11964.0,932.0,7.23,12479.0,11690.0,789.0,6.32,12284.0,11548.0,736.0,5.99,12542.0,11894.0,648.0,5.17,12657.0,12080.0,577.0,4.56,12894.0,12439.0,455.0,3.53,13.2,5.0,0.0,13097.0,12666.0,431.0,3.29,78.2,22.6,2.1,5.7,1.4,3.04,21.2,1.0,15.0,68.8,67.4,69.3,11139,0.8,2.2,0.0,0.9,8.0,24.3,14.4,75.7,86.3,62300,45.0,46110,24466,29175,0.8,1.6,0.9,25295,2.49,27965,2.1,3.2,11.1,0.5,5.3,6.9,10.6,92.1,79.6,0,0,0,1,0,Arkansas
119,Chicot County,14117.0,11800,11693.0,11486.0,11347.0,11187.0,10957.0,10912.0,10636.0,6.9,6.2,23.1,18.2,19.2,43.3,50.9,41.2,54.1,27.08,0.2,0.2,0.5,0.25,0.0,0.55,0.8,0.33,4.6,5.19,40.3,39.14,94.9,87.3,2.3,4.3,8.0,69.3,80.0,80.2,24.9,26.2,12.6,13.1,13.2,934,7.5,21.0,21.8,56.3,71.0,5421,69.6,10.0,50700,4705,4323.0,2.4,2.38,14668,21140.76,21676,29527.0,32412.0,232,2360,-26.8,521.0,67030.0,5446.0,5,192851.0,644.3,18.3,34.1,30.1,29.4,52.8,40.5,4995.0,4583.0,412.0,8.25,4967.0,4556.0,411.0,8.27,4873.0,4331.0,542.0,11.12,4272.0,3745.0,527.0,12.34,4282.0,3718.0,564.0,13.17,4062.0,3600.0,462.0,11.37,3843.0,3397.0,446.0,11.61,3850.0,3448.0,402.0,10.44,3726.0,3388.0,338.0,9.07,3588.0,3353.0,235.0,6.55,11.5,3.1,0.0,3505.0,3276.0,229.0,6.53,77.7,20.0,2.7,5.7,0.6,3.13,15.9,53.9,5.5,62.2,50.4,62.1,4068,0.6,0.3,0.0,0.9,3.6,38.2,17.2,61.8,80.8,50528,43.3,34147,19980,31430,0.1,0.7,0.0,20232,2.43,10615,1.2,9.9,9.3,0.4,2.0,0.0,5.7,43.5,38.7,0,0,0,1,0,Arkansas
120,Clark County,23546.0,22995,22918.0,22745.0,22574.0,22551.0,22506.0,22550.0,22293.0,5.4,5.2,19.5,14.8,15.6,33.8,52.3,71.8,23.5,11.93,0.4,0.16,0.5,0.35,0.0,0.82,1.5,0.76,4.0,4.6,70.4,69.08,94.7,78.9,2.2,4.2,5.1,83.1,86.5,88.2,30.9,30.1,21.7,24.7,26.4,1828,7.5,21.0,21.3,61.5,76.6,10385,67.6,15.9,78900,8348,8820.0,2.31,2.23,17186,23008.97,31968,37247.0,37144.0,525,7592,-8.2,1220.0,247757.0,10461.0,13,210392.0,866.07,26.6,23.8,22.3,21.5,38.3,27.9,11069.0,10451.0,618.0,5.58,11054.0,10398.0,656.0,5.93,10782.0,9910.0,872.0,8.09,10212.0,9337.0,875.0,8.57,10335.0,9261.0,1074.0,10.39,10140.0,9118.0,1022.0,10.08,9923.0,9030.0,893.0,9.0,9522.0,8859.0,663.0,6.96,9453.0,8928.0,525.0,5.55,9402.0,8989.0,413.0,4.39,9.1,3.4,0.0,9470.0,9093.0,377.0,3.98,81.0,16.2,2.4,5.4,0.7,2.89,26.6,24.3,4.7,68.6,63.1,74.2,8446,0.5,1.5,0.1,0.4,3.2,42.5,16.0,57.5,90.0,54473,33.7,41620,20430,31601,0.4,3.1,0.0,21337,2.34,22386,1.3,2.0,8.5,0.0,3.5,5.2,7.8,70.2,68.7,0,0,0,0,1,Arkansas
121,Clay County,17609.0,16083,15872.0,15706.0,15481.0,15295.0,15197.0,15057.0,14920.0,5.6,5.7,22.3,20.0,20.9,43.4,51.1,97.5,0.3,0.34,0.3,0.25,0.1,0.0,0.0,0.66,1.3,0.62,1.3,1.9,96.9,95.77,98.5,87.1,0.4,1.2,6.4,73.1,79.1,78.5,25.4,26.6,8.8,11.3,10.7,1372,9.7,22.6,23.3,59.6,73.3,8031,74.0,8.1,59800,6787,6428.0,2.4,2.34,18892,18479.49,29066,36037.0,32219.0,298,3146,-40.4,894.0,132637.0,8255.0,12,186757.0,639.47,25.2,18.7,19.1,22.3,31.5,31.8,6751.0,6125.0,626.0,9.27,6685.0,6146.0,539.0,8.06,6671.0,5914.0,757.0,11.35,7479.0,6659.0,820.0,10.96,7304.0,6419.0,885.0,12.12,6869.0,6115.0,754.0,10.98,6530.0,5895.0,635.0,9.72,6414.0,5913.0,501.0,7.81,6297.0,5882.0,415.0,6.59,6048.0,5709.0,339.0,5.61,9.4,2.8,0.0,5908.0,5639.0,269.0,4.55,78.3,21.1,2.3,5.5,0.0,2.85,12.6,0.7,2.1,66.8,57.2,67.4,6444,0.0,0.0,0.0,0.3,1.0,32.6,8.8,67.4,82.5,50617,42.8,37233,21479,29035,0.3,1.5,0.0,22505,2.29,14889,1.7,4.7,6.5,0.0,2.9,0.6,8.3,95.9,95.3,0,0,0,1,0,Arkansas
122,Cleburne County,24046.0,25970,25890.0,25773.0,25638.0,25603.0,25358.0,25159.0,25048.0,5.3,4.8,19.9,23.6,26.0,48.9,50.8,96.8,0.3,0.3,0.5,0.36,0.2,0.4,0.0,0.1,1.4,0.32,2.0,2.46,95.9,94.82,97.1,82.6,1.4,2.2,5.4,79.1,83.30000000000003,84.4,29.7,29.3,13.8,15.4,15.9,3483,13.0,23.9,26.1,67.7,79.3,15826,77.9,5.7,110000,10755,10646.0,2.31,2.35,20371,25146.38,35753,42397.0,42312.0,633,5955,3.5,2207.0,282382.0,11169.0,16,232506.0,553.69,46.9,17.4,16.3,15.4,25.1,23.3,11687.0,10977.0,710.0,6.08,12111.0,11427.0,684.0,5.65,11794.0,10911.0,883.0,7.49,10336.0,9444.0,892.0,8.63,10551.0,9579.0,972.0,9.21,10390.0,9504.0,886.0,8.53,10028.0,9172.0,856.0,8.54,9745.0,8940.0,805.0,8.26,9609.0,8944.0,665.0,6.92,9491.0,8931.0,560.0,5.9,11.4,9.7,0.0,9351.0,8893.0,458.0,4.9,80.9,26.8,3.1,4.7,0.7,2.8,15.5,0.4,2.4,75.3,63.9,73.2,10783,0.8,0.1,0.1,0.7,2.2,24.8,21.4,75.2,85.9,61420,49.4,44483,24984,30071,1.2,0.0,0.0,27227,2.3,25100,0.8,4.1,8.2,0.3,4.5,4.7,12.5,96.9,94.7,0,0,0,1,0,Arkansas
123,Cleveland County,8571.0,8689,8672.0,8607.0,8515.0,8397.0,8284.0,8260.0,8202.0,6.8,4.9,24.8,16.3,19.5,42.6,50.7,85.8,12.2,5.51,0.3,0.19,0.1,0.05,0.0,0.0,0.7,1.06,1.7,1.78,85.1,84.7,98.7,92.9,0.3,0.8,4.8,85.9,86.10000000000002,87.3,26.5,25.2,14.0,15.7,17.0,535,8.7,26.2,29.6,52.9,78.6,4064,78.0,3.1,66900,3309,3292.0,2.65,2.5,19481,23134.4,36957,45256.0,44840.0,88,430,-45.6,385.0,12265.0,1404.0,0,65992.0,597.78,14.5,15.1,15.8,19.3,40.5,31.2,4180.0,3942.0,238.0,5.69,4135.0,3892.0,243.0,5.88,4043.0,3715.0,328.0,8.11,3888.0,3562.0,326.0,8.38,3885.0,3554.0,331.0,8.52,3751.0,3475.0,276.0,7.36,3600.0,3328.0,272.0,7.56,3455.0,3220.0,235.0,6.8,3358.0,3169.0,189.0,5.63,3349.0,3199.0,150.0,4.48,7.5,4.3,2.0,3315.0,3170.0,145.0,4.37,77.8,20.5,2.2,5.2,0.0,3.02,16.2,12.8,1.2,60.6,58.2,73.5,3217,0.0,0.1,0.0,0.2,0.7,24.0,26.9,76.0,89.6,59231,42.9,46684,25617,40426,0.2,0.0,0.0,24225,2.5,8128,1.3,4.7,5.5,0.0,0.7,0.0,7.7,85.8,84.6,1,0,0,1,0,Arkansas
124,Columbia County,25603.0,24552,24682.0,24373.0,24247.0,24014.0,24089.0,23983.0,23627.0,6.0,6.0,22.8,16.0,16.6,36.2,52.3,59.9,36.9,17.48,0.3,0.15,0.7,0.55,0.0,1.13,1.0,0.36,2.2,2.54,59.2,59.36,95.6,83.9,2.3,3.2,6.7,83.7,85.1,84.8,24.0,22.9,20.8,21.9,21.5,1710,7.6,17.9,17.3,58.5,72.8,11596,69.8,11.4,76700,9895,9337.0,2.35,2.38,20110,21401.68,35148,35322.0,37072.0,582,7448,-15.8,1191.0,197935.0,8143.0,8,238163.0,766.05,32.1,22.9,24.2,25.1,28.8,34.6,11040.0,10320.0,720.0,6.52,10929.0,10166.0,763.0,6.98,10618.0,9584.0,1034.0,9.74,10507.0,9458.0,1049.0,9.98,10445.0,9401.0,1044.0,10.0,10115.0,9205.0,910.0,9.0,9679.0,8830.0,849.0,8.77,9538.0,8857.0,681.0,7.14,9537.0,8914.0,623.0,6.53,9283.0,8756.0,527.0,5.68,9.8,4.5,0.5,9115.0,8655.0,460.0,5.05,78.9,17.1,2.6,6.1,1.1,3.18,19.6,36.1,2.7,62.5,50.7,62.3,8562,0.3,0.2,0.0,0.8,2.1,29.6,19.3,70.4,85.9,54263,35.7,36193,19812,31511,0.2,1.0,0.0,21189,2.57,23776,1.0,9.8,7.1,0.0,1.9,1.1,7.1,60.5,59.3,0,0,0,1,0,Arkansas
125,Conway County,20336.0,21273,21115.0,21127.0,21071.0,20977.0,20912.0,20895.0,20916.0,6.6,5.9,24.2,16.9,18.5,41.2,50.5,84.2,11.2,5.59,0.7,0.17,0.4,0.05,0.0,0.09,2.0,1.51,3.6,3.8,82.4,81.79,96.9,87.3,1.9,2.7,3.4,82.7,85.0,85.2,25.8,25.6,13.8,16.9,15.8,2149,9.6,23.8,25.8,54.1,74.2,9720,75.8,6.3,82100,8235,8185.0,2.55,2.53,19909,21757.71,32700,41892.0,39638.0,416,5345,-6.1,1360.0,270351.0,13074.0,8,189584.0,552.25,38.5,17.0,18.9,18.5,31.6,27.3,10073.0,9583.0,490.0,4.86,10237.0,9671.0,566.0,5.53,10265.0,9491.0,774.0,7.54,9029.0,8156.0,873.0,9.67,9038.0,8145.0,893.0,9.88,8704.0,7902.0,802.0,9.21,8647.0,7850.0,797.0,9.22,8596.0,7982.0,614.0,7.14,8639.0,8113.0,526.0,6.09,8460.0,7979.0,481.0,5.69,8.9,3.9,0.0,8281.0,7889.0,392.0,4.73,76.9,18.9,2.9,6.0,0.3,3.09,15.6,10.4,3.9,65.4,58.8,69.7,8309,0.4,0.6,0.0,0.6,2.9,32.7,17.4,67.3,87.0,61828,42.5,42802,23023,30858,0.3,0.2,0.0,25158,2.49,20858,3.7,6.3,6.8,0.0,2.3,2.0,10.9,85.1,81.6,0,0,0,1,0,Arkansas
126,Craighead County,82148.0,96443,98310.0,99854.0,101513.0,102526.0,104297.0,105781.0,107115.0,7.3,7.0,25.0,12.2,13.1,34.0,51.2,81.2,13.1,6.7,0.4,0.28,1.1,0.57,0.07,0.95,1.8,1.47,4.4,4.89,79.6,77.34,94.4,77.0,3.2,4.7,4.9,83.3,87.9,88.3,28.3,28.5,23.1,25.4,26.5,6670,7.3,17.8,18.5,77.7,87.6,40515,61.2,20.0,107300,35864,39838.0,2.52,2.52,21728,25814.29,39233,44091.0,45672.0,2417,36484,6.7,6463.0,1440936.0,15768.0,590,652407.0,707.21,136.4,19.4,16.2,18.3,30.6,24.9,45989.0,43687.0,2302.0,5.01,46575.0,44307.0,2268.0,4.87,46769.0,43482.0,3287.0,7.03,47796.0,44249.0,3547.0,7.42,49190.0,45556.0,3634.0,7.39,49059.0,45688.0,3371.0,6.87,49333.0,46104.0,3229.0,6.55,49477.0,46789.0,2688.0,5.43,50999.0,48745.0,2254.0,4.42,52330.0,50644.0,1686.0,3.22,10.8,4.9,0.2,53733.0,52132.0,1601.0,2.98,75.1,13.5,1.4,7.0,1.4,3.06,26.2,14.5,5.1,81.6,72.0,82.4,41375,0.6,1.4,0.5,1.5,3.9,42.9,5.7,57.1,89.3,67880,34.2,47286,25852,33895,0.4,2.1,0.0,26948,2.5,107345,2.7,5.2,8.8,0.2,5.7,4.4,6.7,78.8,76.0,1,0,0,1,0,Arkansas
127,Crawford County,53247.0,61948,61799.0,61901.0,61664.0,61797.0,61877.0,62259.0,62996.0,6.9,6.2,26.4,13.3,15.6,38.7,50.7,89.1,1.2,0.67,2.2,0.99,1.4,0.92,0.0,1.0,2.9,1.61,6.1,7.3,86.8,85.05,93.4,82.5,3.8,5.9,5.8,77.4,85.39999999999998,85.9,31.8,32.2,13.0,13.6,14.5,5557,9.5,21.1,22.4,68.0,81.8,26115,73.0,10.8,98800,22882,23870.0,2.65,2.58,18715,21998.06,40197,42941.0,43504.0,1071,20842,24.3,3741.0,452539.0,7666.0,104,415944.0,593.09,104.4,18.3,16.8,16.6,20.4,23.7,28569.0,27174.0,1395.0,4.88,28721.0,27327.0,1394.0,4.85,27945.0,25758.0,2187.0,7.83,28323.0,25996.0,2327.0,8.22,28020.0,25539.0,2481.0,8.85,27610.0,25412.0,2198.0,7.96,27056.0,24989.0,2067.0,7.64,26803.0,25200.0,1603.0,5.98,26854.0,25460.0,1394.0,5.19,27001.0,25956.0,1045.0,3.87,10.8,6.7,0.0,26688.0,25743.0,945.0,3.54,75.3,16.4,1.7,6.3,1.9,3.09,16.0,1.6,7.7,72.6,64.1,73.9,23958,1.4,1.7,0.0,0.9,5.4,24.0,11.4,76.0,85.0,62144,38.6,46828,25758,35367,2.3,3.0,0.0,24547,2.59,62739,3.2,4.2,8.1,0.2,5.4,5.0,9.1,88.1,84.3,1,0,0,1,0,Arkansas
128,Crittenden County,50866.0,50902,50504.0,50061.0,49731.0,49550.0,49040.0,49320.0,48750.0,8.0,7.7,29.1,10.8,12.8,35.0,52.5,46.1,51.2,24.52,0.3,0.14,0.6,0.33,0.06,0.19,1.1,2.33,2.0,2.39,45.2,43.18,97.5,76.5,1.0,2.4,8.2,76.3,81.80000000000003,81.4,28.8,28.7,14.2,17.4,16.9,3376,7.3,21.1,19.9,66.9,78.0,21489,58.2,23.1,101100,18717,18659.0,2.67,2.6,18241,20365.77,33716,37627.0,38558.0,880,13652,-13.5,2962.0,750517.0,14399.0,42,477663.0,609.76,83.5,27.4,25.5,23.5,45.4,36.8,22416.0,20955.0,1461.0,6.52,22601.0,20807.0,1794.0,7.94,22055.0,19652.0,2403.0,10.9,22819.0,20433.0,2386.0,10.46,22778.0,20293.0,2485.0,10.91,22103.0,19987.0,2116.0,9.57,21541.0,19737.0,1804.0,8.37,21433.0,19853.0,1580.0,7.37,21424.0,20102.0,1322.0,6.17,21649.0,20676.0,973.0,4.49,10.2,5.0,0.0,21807.0,20871.0,936.0,4.29,72.7,13.6,1.3,7.7,0.7,3.18,17.4,48.0,2.6,76.3,58.5,74.6,19074,0.7,1.0,0.1,0.8,2.3,42.6,6.8,57.4,82.6,57972,35.2,40161,23938,34314,0.3,0.4,0.0,23172,2.52,48672,7.1,8.5,8.4,0.3,4.1,4.0,6.6,43.5,42.0,1,0,0,1,0,Arkansas
